"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Sint Anthonis";1702;"Sint Anthonis";11664;"16-09-2020";"29-09-2020";6;51,4;0;0;0;0
"Sint-Michielsgestel";845;"Sint-Michielsgestel";29208;"16-09-2020";"29-09-2020";78;267,1;0;0;0;0
"Sittard-Geleen";1883;"Sittard-Geleen";92429;"16-09-2020";"29-09-2020";38;41,1;1;1,1;0;0
"Sliedrecht";610;"Sliedrecht";25220;"16-09-2020";"29-09-2020";38;150,7;0;0;0;0
"Sluis";1714;"Sluis";23210;"16-09-2020";"29-09-2020";7;30,2;0;0;0;0
"Smallingerland";90;"Smallingerland";56150;"16-09-2020";"29-09-2020";27;48,1;0;0;0;0
"Soest";342;"Soest";46606;"16-09-2020";"29-09-2020";106;227,4;0;0;0;0
"Someren";847;"Someren";19368;"16-09-2020";"29-09-2020";6;31;0;0;0;0
"Son en Breugel";848;"Son en Breugel";17322;"16-09-2020";"29-09-2020";19;109,7;0;0;0;0
"Stadskanaal";37;"Stadskanaal";31686;"16-09-2020";"29-09-2020";41;129,4;0;0;0;0
"Staphorst";180;"Staphorst";17145;"16-09-2020";"29-09-2020";11;64,2;0;0;0;0
"Stede Broec";532;"Stede Broec";21726;"16-09-2020";"29-09-2020";20;92,1;0;0;0;0
"Steenbergen";851;"Steenbergen";24416;"16-09-2020";"29-09-2020";28;114,7;0;0;0;0
"Steenwijkerland";1708;"Steenwijkerland";44126;"16-09-2020";"29-09-2020";30;68;0;0;1;2,3
"Stein";971;"Stein";25007;"16-09-2020";"29-09-2020";6;24;1;4;0;0
"Stichtse Vecht";1904;"Stichtse Vecht";64931;"16-09-2020";"29-09-2020";131;201,8;3;4,6;0;0
"Súdwest-Fryslân";1900;"Súdwest-Fryslân";89987;"16-09-2020";"29-09-2020";77;85,6;0;0;0;0
"Terneuzen";715;"Terneuzen";54426;"16-09-2020";"29-09-2020";31;57;1;1,8;0;0
"Terschelling";93;"Terschelling";4888;"16-09-2020";"29-09-2020";3;61,4;0;0;0;0
"Texel";448;"Texel";13575;"16-09-2020";"29-09-2020";22;162,1;0;0;0;0
"Teylingen";1525;"Teylingen";37440;"16-09-2020";"29-09-2020";111;296,5;0;0;0;0
"Tholen";716;"Tholen";25757;"16-09-2020";"29-09-2020";16;62,1;0;0;0;0
"Tiel";281;"Tiel";42159;"16-09-2020";"29-09-2020";58;137,6;1;2,4;2;4,7
"Tilburg";855;"Tilburg";219789;"16-09-2020";"29-09-2020";306;139,2;3;1,4;4;1,8
"Tubbergen";183;"Tubbergen";21275;"16-09-2020";"29-09-2020";40;188;0;0;0;0
"Twenterand";1700;"Twenterand";33743;"16-09-2020";"29-09-2020";7;20,7;0;0;0;0
"Tynaarlo";1730;"Tynaarlo";33887;"16-09-2020";"29-09-2020";32;94,4;0;0;0;0
"Tytsjerksteradiel";737;"Tytsjerksteradiel";32052;"16-09-2020";"29-09-2020";38;118,6;0;0;0;0
"Uden";856;"Uden";42119;"16-09-2020";"29-09-2020";52;123,5;0;0;0;0
"Uitgeest";450;"Uitgeest";13666;"16-09-2020";"29-09-2020";17;124,4;0;0;0;0
"Uithoorn";451;"Uithoorn";29478;"16-09-2020";"29-09-2020";71;240,9;1;3,4;0;0
"Urk";184;"Urk";21031;"16-09-2020";"29-09-2020";7;33,3;0;0;0;0
"Utrecht";344;"Utrecht";357597;"16-09-2020";"29-09-2020";1099;307,3;23;6,4;2;0,6
"Utrechtse Heuvelrug";1581;"Utrechtse Heuvelrug";49580;"16-09-2020";"29-09-2020";81;163,4;0;0;0;0
"Vaals";981;"Vaals";10105;"16-09-2020";"29-09-2020";2;19,8;0;0;0;0
"Valkenburg aan de Geul";994;"Valkenburg aan de Geul";16367;"16-09-2020";"29-09-2020";11;67,2;0;0;0;0
"Valkenswaard";858;"Valkenswaard";31193;"16-09-2020";"29-09-2020";35;112,2;1;3,2;0;0
"Veendam";47;"Veendam";27384;"16-09-2020";"29-09-2020";18;65,7;0;0;0;0
"Veenendaal";345;"Veenendaal";66493;"16-09-2020";"29-09-2020";79;118,8;0;0;0;0
"Veere";717;"Veere";21880;"16-09-2020";"29-09-2020";13;59,4;0;0;0;0
"Veldhoven";861;"Veldhoven";45466;"16-09-2020";"29-09-2020";87;191,4;0;0;0;0
"Velsen";453;"Velsen";68648;"16-09-2020";"29-09-2020";101;147,1;1;1,5;2;2,9
"Venlo";983;"Venlo";101802;"16-09-2020";"29-09-2020";178;174,8;2;2;1;1
"Venray";984;"Venray";43614;"16-09-2020";"29-09-2020";60;137,6;0;0;0;0
"Vijfheerenlanden";1961;"Vijfheerenlanden";56811;"16-09-2020";"29-09-2020";178;313,3;4;7;4;7
"Vlaardingen";622;"Vlaardingen";73397;"16-09-2020";"29-09-2020";227;309,3;4;5,4;0;0
"Vlieland";96;"Vlieland";1155;"16-09-2020";"29-09-2020";4;346,3;0;0;0;0
"Vlissingen";718;"Vlissingen";44360;"16-09-2020";"29-09-2020";22;49,6;0;0;0;0
"Voerendaal";986;"Voerendaal";12475;"16-09-2020";"29-09-2020";8;64,1;0;0;0;0
"Voorschoten";626;"Voorschoten";25596;"16-09-2020";"29-09-2020";45;175,8;0;0;0;0
"Voorst";285;"Voorst";24552;"16-09-2020";"29-09-2020";23;93,7;0;0;0;0
"Vught";865;"Vught";26558;"16-09-2020";"29-09-2020";29;109,2;0;0;0;0
"Waadhoeke";1949;"Waadhoeke";46090;"16-09-2020";"29-09-2020";41;89;1;2,2;0;0
"Waalre";866;"Waalre";17456;"16-09-2020";"29-09-2020";30;171,9;0;0;0;0
"Waalwijk";867;"Waalwijk";48637;"16-09-2020";"29-09-2020";56;115,1;3;6,2;1;2,1
"Waddinxveen";627;"Waddinxveen";29291;"16-09-2020";"29-09-2020";50;170,7;2;6,8;0;0
"Wageningen";289;"Wageningen";39664;"16-09-2020";"29-09-2020";72;181,5;1;2,5;0;0
"Wassenaar";629;"Wassenaar";26305;"16-09-2020";"29-09-2020";61;231,9;0;0;0;0
"Waterland";852;"Waterland";17424;"16-09-2020";"29-09-2020";28;160,7;0;0;0;0
"Weert";988;"Weert";50105;"16-09-2020";"29-09-2020";39;77,8;0;0;1;2
"Weesp";457;"Weesp";19738;"16-09-2020";"29-09-2020";98;496,5;0;0;0;0
"West Betuwe";1960;"West Betuwe";51128;"16-09-2020";"29-09-2020";47;91,9;0;0;0;0
"West Maas en Waal";668;"West Maas en Waal";19324;"16-09-2020";"29-09-2020";21;108,7;0;0;0;0
"Westerkwartier";1969;"Westerkwartier";63329;"16-09-2020";"29-09-2020";49;77,4;0;0;0;0
"Westerveld";1701;"Westerveld";19460;"16-09-2020";"29-09-2020";10;51,4;0;0;0;0
"Westervoort";293;"Westervoort";14971;"16-09-2020";"29-09-2020";8;53,4;0;0;0;0
"Westerwolde";1950;"Westerwolde";25733;"16-09-2020";"29-09-2020";21;81,6;0;0;0;0
"Westland";1783;"Westland";110375;"16-09-2020";"29-09-2020";212;192,1;2;1,8;0;0
"Weststellingwerf";98;"Weststellingwerf";25914;"16-09-2020";"29-09-2020";25;96,5;0;0;0;0
"Westvoorne";614;"Westvoorne";14731;"16-09-2020";"29-09-2020";29;196,9;0;0;0;0
"Wierden";189;"Wierden";24446;"16-09-2020";"29-09-2020";28;114,5;2;8,2;0;0
"Wijchen";296;"Wijchen";41110;"16-09-2020";"29-09-2020";80;194,6;0;0;0;0
"Wijdemeren";1696;"Wijdemeren";24358;"16-09-2020";"29-09-2020";45;184,7;0;0;0;0
"Wijk bij Duurstede";352;"Wijk bij Duurstede";23914;"16-09-2020";"29-09-2020";27;112,9;0;0;0;0
"Winterswijk";294;"Winterswijk";28854;"16-09-2020";"29-09-2020";19;65,8;0;0;0;0
"Woensdrecht";873;"Woensdrecht";21876;"16-09-2020";"29-09-2020";24;109,7;0;0;0;0
"Woerden";632;"Woerden";52299;"16-09-2020";"29-09-2020";72;137,7;1;1,9;0;0
"Wormerland";880;"Wormerland";16270;"16-09-2020";"29-09-2020";17;104,5;0;0;0;0
"Woudenberg";351;"Woudenberg";13362;"16-09-2020";"29-09-2020";13;97,3;0;0;0;0
"Zaanstad";479;"Zaanstad";156794;"16-09-2020";"29-09-2020";306;195,2;10;6,4;2;1,3
"Zaltbommel";297;"Zaltbommel";28881;"16-09-2020";"29-09-2020";36;124,6;0;0;0;0
"Zandvoort";473;"Zandvoort";17116;"16-09-2020";"29-09-2020";24;140,2;1;5,8;0;0
"Zeewolde";50;"Zeewolde";22653;"16-09-2020";"29-09-2020";33;145,7;0;0;0;0
"Zeist";355;"Zeist";64905;"16-09-2020";"29-09-2020";116;178,7;1;1,5;2;3,1
"Zevenaar";299;"Zevenaar";43750;"16-09-2020";"29-09-2020";62;141,7;2;4,6;1;2,3
"Zoetermeer";637;"Zoetermeer";125285;"16-09-2020";"29-09-2020";341;272,2;4;3,2;0;0
"Zoeterwoude";638;"Zoeterwoude";8605;"16-09-2020";"29-09-2020";15;174,3;0;0;0;0
"Zuidplas";1892;"Zuidplas";43885;"16-09-2020";"29-09-2020";191;435,2;0;0;1;2,3
"Zundert";879;"Zundert";21829;"16-09-2020";"29-09-2020";26;119,1;0;0;0;0
"Zutphen";301;"Zutphen";47934;"16-09-2020";"29-09-2020";32;66,8;1;2,1;0;0
"Zwartewaterland";1896;"Zwartewaterland";22685;"16-09-2020";"29-09-2020";30;132,2;0;0;0;0
"Zwijndrecht";642;"Zwijndrecht";44737;"16-09-2020";"29-09-2020";117;261,5;3;6,7;1;2,2
"Zwolle";193;"Zwolle";128840;"16-09-2020";"29-09-2020";148;114,9;0;0;0;0
